School_District_Name,year,Course_Code,Course_Name,Number_of_Schools,Total_Course_Enrollment,Number_of_Classes,Number_FTE_Teachers,Average_Class_Size_filtered,Average_Class_Size,Subject_Area
Los Angeles USD,2008,2811,Jewelry,3,77,3,0.71,25.7,25.7,Art
Los Angeles USD,2010,2811,Jewelry,1,86,2,0.34,43,43,Art
Burbank Unified,2004,2819,Lettering/calligraphy,1,28,1,0.2,28,28,Art
Burbank Unified,2005,2819,Lettering/calligraphy,1,24,1,0.2,24,24,Art
Burbank Unified,2006,2819,Lettering/calligraphy,1,33,1,0.2,33,33,Art
Long Beach Unified,1997,2819,Lettering/calligraphy,3,101,3,0.56,33.7,33.7,Art
Long Beach Unified,1998,2819,Lettering/calligraphy,3,95,3,0.45,31.7,31.7,Art
Long Beach Unified,1999,2819,Lettering/calligraphy,3,85,3,0.5,28.3,28.3,Art
Long Beach Unified,2000,2819,Lettering/calligraphy,3,92,3,0.49,30.7,30.7,Art
Long Beach Unified,2001,2819,Lettering/calligraphy,2,52,2,0.32,26,26,Art
Los Angeles USD,2003,2819,Lettering/calligraphy,9,884,24,4.22,36.8,36.8,Art
Los Angeles USD,2004,2819,Lettering/calligraphy,11,1358,39,7.08,34.4,34.8,Art
Los Angeles USD,2005,2819,Lettering/calligraphy,11,853,24,4.69,35.5,35.5,Art
Los Angeles USD,2006,2819,Lettering/calligraphy,10,855,28,5.28,30.5,30.5,Art
Los Angeles USD,2007,2819,Lettering/calligraphy,9,701,26,4.76,27,27,Art
Los Angeles USD,2008,2819,Lettering/calligraphy,8,635,22,4.08,28.9,28.9,Art
Los Angeles USD,2010,2819,Lettering/calligraphy,7,385,15,2.51,23.4,25.7,Art
Pasadena Unified,1997,2819,Lettering/calligraphy,1,25,1,0.25,25,25,Art
Pasadena Unified,1999,2819,Lettering/calligraphy,1,38,2,0.5,19,19,Art
Pasadena Unified,2000,2819,Lettering/calligraphy,1,48,2,0.5,24,24,Art
Beverly Hills USD,1997,2908,Media arts (individual or inclusive),1,27,1,0.2,27,27,Drama/Theater
Beverly Hills USD,2000,2908,Media arts (individual or inclusive),1,47,2,0.4,23.5,23.5,Drama/Theater
Beverly Hills USD,2001,2908,Media arts (individual or inclusive),1,48,3,0.6,16,16,Drama/Theater
Beverly Hills USD,2005,2908,Media arts (individual or inclusive),1,22,1,0.2,22,22,Drama/Theater
Beverly Hills USD,2006,2908,Media arts (individual or inclusive),1,13,1,0.2,13,13,Drama/Theater
Burbank Unified,1997,2908,Media arts (individual or inclusive),1,1,1,0.2,1,1,Drama/Theater
Burbank Unified,2006,2908,Media arts (individual or inclusive),1,30,1,0.2,30,30,Drama/Theater
La Canada Unified,2005,2908,Media arts (individual or inclusive),1,137,4,0.8,34.2,34.2,Drama/Theater
La Canada Unified,2006,2908,Media arts (individual or inclusive),1,111,3,0.6,37,37,Drama/Theater
Long Beach Unified,1997,2908,Media arts (individual or inclusive),1,54,2,0.32,27,27,Drama/Theater
Long Beach Unified,1998,2908,Media arts (individual or inclusive),1,209,6,1.17,34.8,34.8,Drama/Theater
Long Beach Unified,1999,2908,Media arts (individual or inclusive),1,106,3,0.6,35.3,35.3,Drama/Theater
Long Beach Unified,2000,2908,Media arts (individual or inclusive),1,73,2,0.4,36.5,36.5,Drama/Theater
Long Beach Unified,2001,2908,Media arts (individual or inclusive),2,89,3,0.57,29.7,29.7,Drama/Theater
Long Beach Unified,2002,2908,Media arts (individual or inclusive),2,86,3,0.56,28.7,28.7,Drama/Theater
Long Beach Unified,2003,2908,Media arts (individual or inclusive),1,21,1,0.24,21,21,Drama/Theater
Long Beach Unified,2004,2908,Media arts (individual or inclusive),1,36,2,0.4,18,18,Drama/Theater
Long Beach Unified,2005,2908,Media arts (individual or inclusive),1,36,2,0.4,18,18,Drama/Theater
Long Beach Unified,2006,2908,Media arts (individual or inclusive),7,238,10,1.93,23.8,23.8,Drama/Theater
Los Angeles USD,2004,2908,Media arts (individual or inclusive),1,27,1,0.17,27,27,Drama/Theater
Los Angeles USD,2005,2908,Media arts (individual or inclusive),1,29,1,0.17,29,29,Drama/Theater
Los Angeles USD,2006,2908,Media arts (individual or inclusive),1,89,3,0.52,29.7,29.7,Drama/Theater
Manhattan Beach USD,1997,2908,Media arts (individual or inclusive),1,32,1,0.2,32,32,Drama/Theater
Manhattan Beach USD,1998,2908,Media arts (individual or inclusive),2,92,4,0.64,23,23,Drama/Theater
Manhattan Beach USD,1999,2908,Media arts (individual or inclusive),1,121,5,1,24.2,24.2,Drama/Theater
Manhattan Beach USD,2000,2908,Media arts (individual or inclusive),1,110,5,1,22,22,Drama/Theater
Manhattan Beach USD,2001,2908,Media arts (individual or inclusive),1,105,5,1,21,21,Drama/Theater
Manhattan Beach USD,2002,2908,Media arts (individual or inclusive),1,125,5,1,25,25,Drama/Theater
Manhattan Beach USD,2003,2908,Media arts (individual or inclusive),1,126,5,1,25.2,25.2,Drama/Theater
Manhattan Beach USD,2004,2908,Media arts (individual or inclusive),1,149,5,1,29.8,29.8,Drama/Theater
Manhattan Beach USD,2005,2908,Media arts (individual or inclusive),1,150,5,1,30,30,Drama/Theater
Manhattan Beach USD,2006,2908,Media arts (individual or inclusive),2,168,6,1.17,28,28,Drama/Theater
Pasadena Unified,2000,2908,Media arts (individual or inclusive),1,31,1,0.18,31,31,Drama/Theater
Pasadena Unified,2001,2908,Media arts (individual or inclusive),2,67,2,0.37,33.5,33.5,Drama/Theater
Pasadena Unified,2002,2908,Media arts (individual or inclusive),1,36,1,0.18,36,36,Drama/Theater
Pasadena Unified,2003,2908,Media arts (individual or inclusive),1,42,1,0.2,42,42,Drama/Theater
Santa Monica-Malibu USD,1997,2908,Media arts (individual or inclusive),1,38,1,0.2,38,38,Drama/Theater
Santa Monica-Malibu USD,1998,2908,Media arts (individual or inclusive),1,37,1,0.2,37,37,Drama/Theater
Santa Monica-Malibu USD,1999,2908,Media arts (individual or inclusive),1,67,2,0.4,33.5,33.5,Drama/Theater
Santa Monica-Malibu USD,2000,2908,Media arts (individual or inclusive),1,50,2,0.4,25,25,Drama/Theater
Santa Monica-Malibu USD,2001,2908,Media arts (individual or inclusive),1,64,2,0.4,32,32,Drama/Theater
Santa Monica-Malibu USD,2002,2908,Media arts (individual or inclusive),1,78,2,0.4,39,39,Drama/Theater
Santa Monica-Malibu USD,2004,2908,Media arts (individual or inclusive),1,32,1,0.2,32,32,Drama/Theater
Santa Monica-Malibu USD,2005,2908,Media arts (individual or inclusive),2,86,3,0.6,28.7,28.7,Drama/Theater
Santa Monica-Malibu USD,2006,2908,Media arts (individual or inclusive),3,102,4,0.78,25.5,25.5,Drama/Theater
Beverly Hills USD,2010,2908,Media/film/video/television production,1,9,1,0.2,9,9,Drama/Theater
Long Beach Unified,2010,2908,Media/film/video/television production,5,231,9,1.53,25.7,25.7,Drama/Theater
Los Angeles USD,2010,2908,Media/film/video/television production,10,503,17,3.62,27.8,29.6,Drama/Theater
Santa Monica-Malibu USD,2010,2908,Media/film/video/television production,2,98,6,0.84,16.3,16.3,Drama/Theater
Beverly Hills USD,2008,2908,Media/film/video/televsion production,1,18,1,0.2,18,18,Drama/Theater
Burbank Unified,2007,2908,Media/film/video/televsion production,1,30,1,0.2,30,30,Drama/Theater
La Canada Unified,2008,2908,Media/film/video/televsion production,1,90,3,0.54,30,30,Drama/Theater
Long Beach Unified,2007,2908,Media/film/video/televsion production,5,255,10,1.83,25.5,25.5,Drama/Theater
Long Beach Unified,2008,2908,Media/film/video/televsion production,6,300,12,2.36,25,25,Drama/Theater
Los Angeles USD,2007,2908,Media/film/video/televsion production,1,20,1,0.2,20,20,Drama/Theater
Manhattan Beach USD,2007,2908,Media/film/video/televsion production,1,120,5,1,24,24,Drama/Theater
Manhattan Beach USD,2008,2908,Media/film/video/televsion production,1,98,5,1,19.6,19.6,Drama/Theater
Santa Monica-Malibu USD,2007,2908,Media/film/video/televsion production,3,103,4,0.78,25.8,25.8,Drama/Theater
Santa Monica-Malibu USD,2008,2908,Media/film/video/televsion production,2,87,3,0.58,29,29,Drama/Theater
Inglewood USD,1998,2818,Multicultural art/folk art,1,23,1,0.19,23,23,Art
Los Angeles USD,2003,2818,Multicultural art/folk art,3,166,6,1.11,27.7,27.7,Art
Los Angeles USD,2004,2818,Multicultural art/folk art,1,38,1,0.2,38,38,Art
Los Angeles USD,2005,2818,Multicultural art/folk art,2,105,3,0.6,35,35,Art
Los Angeles USD,2006,2818,Multicultural art/folk art,1,73,2,0.4,36.5,36.5,Art
Los Angeles USD,2007,2818,Multicultural art/folk art,2,96,3,0.57,32,32,Art
Los Angeles USD,2008,2818,Multicultural art/folk art,3,166,5,0.94,33.2,33.2,Art
Los Angeles USD,2010,2818,Multicultural art/folk art,4,154,5,0.97,30.8,30.8,Art
Pasadena Unified,2005,2818,Multicultural art/folk art,1,61,1,0.5,0,61,Art
La Canada Unified,2010,5730,Multimedia production,1,61,2,0.4,30.5,30.5,"Arts, Media and Entertainment"
Long Beach Unified,2010,5730,Multimedia production,2,51,2,0.47,25.5,25.5,"Arts, Media and Entertainment"
Los Angeles USD,2008,5730,Multimedia production,20,1332,46,9.61,29,29,"Arts, Media and Entertainment"
Beverly Hills USD,2000,2380,Music (Support Teaching Assignment),1,87,5,0.82,17.4,17.4,Supporting Teaching
Beverly Hills USD,2002,2380,Music (Support Teaching Assignment),2,67,6,1.09,22.3,11.2,Supporting Teaching
Beverly Hills USD,2003,2380,Music (Support Teaching Assignment),2,422,8,1.03,25.3,52.8,Supporting Teaching
Beverly Hills USD,2004,2380,Music (Support Teaching Assignment),4,0,5,2.4,0,0,Supporting Teaching
Beverly Hills USD,2005,2380,Music (Support Teaching Assignment),4,884,7,2.2,24.2,126.3,Supporting Teaching
Beverly Hills USD,2006,2380,Music (Support Teaching Assignment),4,192,8,2.4,24,24,Supporting Teaching
Beverly Hills USD,2007,2380,Music (Support Teaching Assignment),4,832,5,2.1,26,166.4,Supporting Teaching
Beverly Hills USD,2008,2380,Music (Support Teaching Assignment),1,30,1,0.4,30,30,Supporting Teaching
Burbank Unified,2007,2380,Music (Support Teaching Assignment),1,0,2,2,0,0,Supporting Teaching
Burbank Unified,2008,2380,Music (Support Teaching Assignment),1,0,2,2,0,0,Supporting Teaching
Glendale Unified,2000,2380,Music (Support Teaching Assignment),1,0,1,0.2,0,0,Supporting Teaching
Glendale Unified,2001,2380,Music (Support Teaching Assignment),1,0,1,0.2,0,0,Supporting Teaching
Glendale Unified,2003,2380,Music (Support Teaching Assignment),2,0,4,3.6,0,0,Supporting Teaching
Glendale Unified,2004,2380,Music (Support Teaching Assignment),1,0,5,3.84,0,0,Supporting Teaching
Glendale Unified,2005,2380,Music (Support Teaching Assignment),1,0,3,3,0,0,Supporting Teaching
Glendale Unified,2006,2380,Music (Support Teaching Assignment),1,0,3,3,0,0,Supporting Teaching
Glendale Unified,2007,2380,Music (Support Teaching Assignment),1,0,3,3,0,0,Supporting Teaching
Glendale Unified,2008,2380,Music (Support Teaching Assignment),1,0,2,2,0,0,Supporting Teaching
Long Beach Unified,2000,2380,Music (Support Teaching Assignment),4,2254,41,30.67,11.6,55,Supporting Teaching
Long Beach Unified,2001,2380,Music (Support Teaching Assignment),4,825,39,31.5,30,21.2,Supporting Teaching
Long Beach Unified,2002,2380,Music (Support Teaching Assignment),3,701,36,35.5,20,19.5,Supporting Teaching
Long Beach Unified,2003,2380,Music (Support Teaching Assignment),5,55,37,35.2,18.3,1.5,Supporting Teaching
Long Beach Unified,2004,2380,Music (Support Teaching Assignment),4,0,32,30.9,0,0,Supporting Teaching
Long Beach Unified,2005,2380,Music (Support Teaching Assignment),2,0,32,31.4,0,0,Supporting Teaching
Long Beach Unified,2006,2380,Music (Support Teaching Assignment),2,0,31,27.5,0,0,Supporting Teaching
Long Beach Unified,2007,2380,Music (Support Teaching Assignment),2,0,27,24.56,0,0,Supporting Teaching
Long Beach Unified,2008,2380,Music (Support Teaching Assignment),4,25,29,23.4,25,0.9,Supporting Teaching
Los Angeles USD,2005,2380,Music (Support Teaching Assignment),10,0,500,133.69,0,0,Supporting Teaching (Elem)
Los Angeles USD,2006,2380,Music (Support Teaching Assignment),6,0,411,107.98,0,0,Supporting Teaching (Elem)
Los Angeles USD,2007,2380,Music (Support Teaching Assignment),8,0,555,148.86,0,0,Supporting Teaching (Elem)
Los Angeles USD,2008,2380,Music (Support Teaching Assignment),11,0,574,151.38,0,0,Supporting Teaching (Elem)
Manhattan Beach USD,2002,2380,Music (Support Teaching Assignment),1,0,3,3,0,0,Supporting Teaching
Manhattan Beach USD,2003,2380,Music (Support Teaching Assignment),1,2821,15,3,0,188.1,Supporting Teaching
Manhattan Beach USD,2004,2380,Music (Support Teaching Assignment),1,641,5,1,0,128.2,Supporting Teaching
Manhattan Beach USD,2005,2380,Music (Support Teaching Assignment),1,0,5,1,0,0,Supporting Teaching
Manhattan Beach USD,2008,2380,Music (Support Teaching Assignment),1,0,3,3,0,0,Supporting Teaching
Pasadena Unified,2002,2380,Music (Support Teaching Assignment),1,20,1,0.9,20,20,Supporting Teaching
Pasadena Unified,2003,2380,Music (Support Teaching Assignment),1,55,1,0.9,0,55,Supporting Teaching
Pasadena Unified,2004,2380,Music (Support Teaching Assignment),3,0,3,2.5,0,0,Supporting Teaching
Pasadena Unified,2005,2380,Music (Support Teaching Assignment),2,200,2,1.5,0,100,Supporting Teaching
Pasadena Unified,2006,2380,Music (Support Teaching Assignment),3,798,3,2.3,50,266,Supporting Teaching
Pasadena Unified,2007,2380,Music (Support Teaching Assignment),3,193,6,2.6,21.8,32.2,Supporting Teaching
Pasadena Unified,2008,2380,Music (Support Teaching Assignment),3,458,3,2.3,12,152.7,Supporting Teaching
Santa Monica-Malibu USD,2001,2380,Music (Support Teaching Assignment),1,822,17,4,29.2,48.4,Supporting Teaching (Elem)
Santa Monica-Malibu USD,2003,2380,Music (Support Teaching Assignment),1,91,1,0.67,0,91,Supporting Teaching (Elem)
Santa Monica-Malibu USD,2004,2380,Music (Support Teaching Assignment),1,91,2,0.67,31,45.5,Supporting Teaching (Elem)
Santa Monica-Malibu USD,2005,2380,Music (Support Teaching Assignment),1,80,2,0.67,23,40,Supporting Teaching (Elem)
Santa Monica-Malibu USD,2006,2380,Music (Support Teaching Assignment),1,0,22,9.7,0,0,Supporting Teaching (Elem)
Santa Monica-Malibu USD,2007,2380,Music (Support Teaching Assignment),1,0,28,10,0,0,Supporting Teaching (Elem)
Santa Monica-Malibu USD,2008,2380,Music (Support Teaching Assignment),1,2373,24,10,26.8,98.9,Supporting Teaching (Elem)
Beverly Hills USD,1997,2307,Music appreciation/history/literature,3,235,11,2.2,21.4,21.4,Music
Beverly Hills USD,1998,2307,Music appreciation/history/literature,1,21,1,0.2,21,21,Music
Beverly Hills USD,1999,2307,Music appreciation/history/literature,1,18,1,0.2,18,18,Music
Beverly Hills USD,2000,2307,Music appreciation/history/literature,1,28,1,0.2,28,28,Music
Beverly Hills USD,2001,2307,Music appreciation/history/literature,1,23,1,0.2,23,23,Music
Beverly Hills USD,2002,2307,Music appreciation/history/literature,2,32,2,0.4,16,16,Music
Beverly Hills USD,2003,2307,Music appreciation/history/literature,2,101,4,0.8,25.2,25.2,Music
Beverly Hills USD,2004,2307,Music appreciation/history/literature,2,64,3,0.6,21.3,21.3,Music
Beverly Hills USD,2005,2307,Music appreciation/history/literature,2,74,3,0.6,24.7,24.7,Music
Beverly Hills USD,2006,2307,Music appreciation/history/literature,1,29,1,0.2,29,29,Music
Beverly Hills USD,2007,2307,Music appreciation/history/literature,1,17,1,0.2,17,17,Music
Beverly Hills USD,2008,2307,Music appreciation/history/literature,1,41,1,0.4,41,41,Music
Burbank Unified,2000,2307,Music appreciation/history/literature,1,47,2,0.36,23.5,23.5,Music
Burbank Unified,2001,2307,Music appreciation/history/literature,1,57,2,0.4,28.5,28.5,Music
Burbank Unified,2002,2307,Music appreciation/history/literature,1,64,2,0.4,32,32,Music
Burbank Unified,2004,2307,Music appreciation/history/literature,1,16,1,0.2,16,16,Music
Burbank Unified,2005,2307,Music appreciation/history/literature,1,50,2,0.4,25,25,Music
Burbank Unified,2006,2307,Music appreciation/history/literature,1,64,2,0.4,32,32,Music
Burbank Unified,2007,2307,Music appreciation/history/literature,1,59,2,0.4,29.5,29.5,Music
Burbank Unified,2008,2307,Music appreciation/history/literature,1,35,1,0.2,35,35,Music
Burbank Unified,2010,2307,Music appreciation/history/literature,1,19,17,0.27,1.1,1.1,Music
Glendale Unified,2000,2307,Music appreciation/history/literature,1,35,1,0.2,35,35,Music
Glendale Unified,2002,2307,Music appreciation/history/literature,1,2,1,0.01,2,2,Music
Inglewood USD,1997,2307,Music appreciation/history/literature,3,104,4,0.75,26,26,Music
Inglewood USD,1998,2307,Music appreciation/history/literature,2,93,3,0.59,31,31,Music
Inglewood USD,1999,2307,Music appreciation/history/literature,3,141,6,1.14,23.5,23.5,Music
Inglewood USD,2000,2307,Music appreciation/history/literature,1,54,2,0.4,27,27,Music
Inglewood USD,2001,2307,Music appreciation/history/literature,3,165,6,1.18,27.5,27.5,Music
Inglewood USD,2002,2307,Music appreciation/history/literature,4,238,9,1.8,26.4,26.4,Music
Inglewood USD,2003,2307,Music appreciation/history/literature,3,239,8,1.57,29.9,29.9,Music
Inglewood USD,2004,2307,Music appreciation/history/literature,3,164,5,1,32.8,32.8,Music
Inglewood USD,2005,2307,Music appreciation/history/literature,3,192,6,1.2,27.8,32,Music
Inglewood USD,2006,2307,Music appreciation/history/literature,2,144,5,1,28.8,28.8,Music
Inglewood USD,2007,2307,Music appreciation/history/literature,1,86,3,0.36,28.7,28.7,Music
Inglewood USD,2008,2307,Music appreciation/history/literature,1,83,2,0.4,41.5,41.5,Music
Inglewood USD,2010,2307,Music appreciation/history/literature,3,122,4,0.8,30.5,30.5,Music
Long Beach Unified,1997,2307,Music appreciation/history/literature,4,154,5,1.2,30.8,30.8,Music
Long Beach Unified,1998,2307,Music appreciation/history/literature,9,515,12,2.54,32.2,42.9,Music
Long Beach Unified,1999,2307,Music appreciation/history/literature,4,163,6,1.03,27.2,27.2,Music
Long Beach Unified,2000,2307,Music appreciation/history/literature,4,244,11,2.47,22.2,22.2,Music
Long Beach Unified,2001,2307,Music appreciation/history/literature,4,300,11,2.11,27.3,27.3,Music
Long Beach Unified,2002,2307,Music appreciation/history/literature,5,275,8,1.52,24.8,34.4,Music
Long Beach Unified,2003,2307,Music appreciation/history/literature,5,196,8,1.62,24.5,24.5,Music
Long Beach Unified,2004,2307,Music appreciation/history/literature,5,153,7,1.38,21.9,21.9,Music
Long Beach Unified,2005,2307,Music appreciation/history/literature,3,88,3,0.6,29.3,29.3,Music
Long Beach Unified,2006,2307,Music appreciation/history/literature,3,104,3,0.6,34.7,34.7,Music
Long Beach Unified,2007,2307,Music appreciation/history/literature,4,107,4,0.8,26.8,26.8,Music
Long Beach Unified,2008,2307,Music appreciation/history/literature,5,189,7,1.3,27,27,Music
Long Beach Unified,2010,2307,Music appreciation/history/literature,9,236,11,2.09,21.5,21.5,Music
Los Angeles USD,1997,2307,Music appreciation/history/literature,8,307,11,2.17,27.9,27.9,Music
Los Angeles USD,1998,2307,Music appreciation/history/literature,5,283,10,1.97,28.3,28.3,Music
Los Angeles USD,1999,2307,Music appreciation/history/literature,8,213,9,1.76,23.7,23.7,Music
Los Angeles USD,2000,2307,Music appreciation/history/literature,6,174,6,1.11,29,29,Music
Los Angeles USD,2001,2307,Music appreciation/history/literature,9,668,21,3.9,31.8,31.8,Music
Los Angeles USD,2002,2307,Music appreciation/history/literature,13,813,24,4.63,33.9,33.9,Music
Los Angeles USD,2003,2307,Music appreciation/history/literature,16,1305,38,7.16,32.8,34.3,Music
Los Angeles USD,2004,2307,Music appreciation/history/literature,16,1154,38,7.16,27.5,30.4,Music
Los Angeles USD,2005,2307,Music appreciation/history/literature,17,1473,46,9.02,30.1,32,Music
Los Angeles USD,2006,2307,Music appreciation/history/literature,17,1481,47,8.97,31,31.5,Music
Los Angeles USD,2007,2307,Music appreciation/history/literature,19,1193,38,8.01,31.4,31.4,Music
Los Angeles USD,2008,2307,Music appreciation/history/literature,16,1133,35,7.24,32.4,32.4,Music
Los Angeles USD,2010,2307,Music appreciation/history/literature,22,1175,38,9.99,30.9,30.9,Music
Manhattan Beach USD,1998,2307,Music appreciation/history/literature,1,59,2,0.36,29.5,29.5,Music
Manhattan Beach USD,1999,2307,Music appreciation/history/literature,1,62,2,0.4,31,31,Music
Manhattan Beach USD,2000,2307,Music appreciation/history/literature,1,64,2,0.3,32,32,Music
Manhattan Beach USD,2001,2307,Music appreciation/history/literature,1,68,2,0.3,34,34,Music
Manhattan Beach USD,2002,2307,Music appreciation/history/literature,1,53,2,0.3,26.5,26.5,Music
Manhattan Beach USD,2004,2307,Music appreciation/history/literature,1,70,2,0.4,35,35,Music
